product_id,stratum,hard_type,client_segment,target_jurisdictions,delivery_channel,asset_settlement_type,novelty_to_firm,third_party_dependency,data_privacy_surface,cash_intensity,anonymity_features,cross_border_reach,model_ai_reliance,involves_custody,sanctions_exposed_asset,new_client_segment,new_geography,anonymity_enhanced_instrument,bearer_negotiable_feature
NPA-000648,designed_high,,NON_RESIDENT,HK,API,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.74,0.48,1,0.75,ASSISTIVE,0,0,0,0,0,0
NPA-000649,designed_high,,UNREGULATED_ENTITY,HK,API,DERIVATIVES,ADJACENT,UNREGULATED,0.7,0.45,1,0.82,ASSISTIVE,0,0,0,0,0,0
NPA-000650,prohibited,bearer_feature,RETAIL,DE,BRANCH,SECURITIES,ADJACENT,REGULATED,0.43,0.13,0,0.01,NONE,0,0,0,0,0,1
NPA-000651,designed_medium,,INSTITUTIONAL,TR,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.36,0.27,0,0.47,ASSISTIVE,0,0,0,0,0,0
NPA-000652,designed_medium,,HNW,HK,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.27,0.23,0,0.41,ASSISTIVE,0,0,0,0,0,0
NPA-000653,designed_medium,,INSTITUTIONAL,DE,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.27,0.4,0,0.32,NONE,0,0,0,0,0,0
NPA-000654,designed_high,,UNREGULATED_ENTITY,HK,API,DERIVATIVES,ADJACENT,UNREGULATED,0.9,0.51,0,0.76,ASSISTIVE,0,0,0,0,0,0
NPA-000655,designed_low,,INSTITUTIONAL,JP,BRANCH,FIAT,EXISTING,NONE,0.03,0.03,0,0.11,NONE,0,0,0,0,0,0
NPA-000656,designed_low,,INSTITUTIONAL,JP,ONLINE,SECURITIES,EXISTING,NONE,0.01,0.07,0,0.0,NONE,0,0,0,0,0,0
NPA-000657,designed_low,,INSTITUTIONAL,GB,ONLINE,FIAT,EXISTING,NONE,0.03,0.1,0,0.07,NONE,0,0,0,0,0,0
NPA-000658,designed_medium,,HNW,TR,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.32,0.34,0,0.54,NONE,0,0,0,0,0,0
NPA-000659,hard_high,sanctions_geo,HNW,NZ|VE,ONLINE,SECURITIES,EXISTING,REGULATED,0.5,0.12,0,0.09,NONE,0,0,0,0,0,0
NPA-000660,designed_low,,INSTITUTIONAL,DE,BRANCH,SECURITIES,EXISTING,NONE,0.16,0.05,0,0.16,NONE,0,0,0,0,0,0
NPA-000661,designed_low,,INSTITUTIONAL,NZ,BRANCH,SECURITIES,EXISTING,NONE,0.16,0.07,0,0.15,NONE,0,0,0,0,0,0
NPA-000662,designed_low,,RETAIL,FR,BRANCH,SECURITIES,EXISTING,NONE,0.17,0.12,0,0.19,NONE,0,0,0,0,0,0
NPA-000663,designed_low,,INSTITUTIONAL,JP,ONLINE,FIAT,EXISTING,REGULATED,0.05,0.07,0,0.05,NONE,0,0,0,0,0,0
NPA-000664,designed_high,,UNREGULATED_ENTITY,HK,INTERMEDIATED,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.75,0.69,1,0.83,ASSISTIVE,0,0,0,0,0,0
NPA-000665,designed_low,,RETAIL,DE,BRANCH,FIAT,EXISTING,NONE,0.05,0.04,0,0.17,NONE,0,0,0,0,0,0
NPA-000666,designed_medium,,HNW,SG,ONLINE,SECURITIES,ADJACENT,REGULATED,0.35,0.16,0,0.48,ASSISTIVE,0,0,0,0,0,0
NPA-000667,designed_medium,,RETAIL,AE,ONLINE,SECURITIES,ADJACENT,REGULATED,0.55,0.18,0,0.41,NONE,0,0,0,0,0,0
NPA-000668,hard_high,segment_geo_combo,INSTITUTIONAL,GB,BRANCH,SECURITIES,EXISTING,NONE,0.06,0.22,0,0.37,ASSISTIVE,0,0,1,1,0,0
NPA-000669,hard_high,sanctions_asset,RETAIL,JP,BRANCH,SECURITIES,ADJACENT,REGULATED,0.4,0.22,0,0.37,NONE,0,1,0,0,0,0
NPA-000670,designed_low,,RETAIL,US,BRANCH,SECURITIES,EXISTING,NONE,0.22,0.01,0,0.11,NONE,0,0,0,0,0,0
NPA-000671,designed_medium,,RETAIL,HK,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.56,0.43,0,0.33,ASSISTIVE,0,0,0,0,0,0
NPA-000672,designed_high,,NON_RESIDENT,AE,API,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.72,0.47,1,0.86,ASSISTIVE,0,0,0,0,0,0
NPA-000673,designed_medium,,RETAIL,SG,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.36,0.43,0,0.46,ASSISTIVE,0,0,0,0,0,0
NPA-000674,designed_low,,RETAIL,SG,ONLINE,SECURITIES,EXISTING,REGULATED,0.1,0.01,0,0.17,NONE,0,0,0,0,0,0
NPA-000675,designed_high,,UNREGULATED_ENTITY,HK,INTERMEDIATED,DERIVATIVES,ADJACENT,UNREGULATED,0.85,0.68,0,0.78,ASSISTIVE,0,0,0,0,0,0
NPA-000676,designed_low,,INSTITUTIONAL,SG,ONLINE,FIAT,EXISTING,NONE,0.16,0.03,0,0.09,NONE,0,0,0,0,0,0
NPA-000677,designed_medium,,RETAIL,TR,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.28,0.2,0,0.38,NONE,0,0,0,0,0,0
NPA-000678,hard_high,sanctions_asset,HNW,DE,ONLINE,SECURITIES,ADJACENT,NONE,0.13,0.21,0,0.33,ASSISTIVE,0,1,0,0,0,0
NPA-000679,designed_low,,INSTITUTIONAL,NL,BRANCH,SECURITIES,EXISTING,REGULATED,0.06,0.14,0,0.18,NONE,0,0,0,0,0,0
NPA-000680,designed_medium,,HNW,AE,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.5,0.2,0,0.34,ASSISTIVE,0,0,0,0,0,0
NPA-000681,designed_medium,,RETAIL,US,ONLINE,SECURITIES,ADJACENT,REGULATED,0.5,0.28,0,0.52,ASSISTIVE,0,0,0,0,0,0
NPA-000682,designed_high,,UNREGULATED_ENTITY,AE,API,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.88,0.68,1,0.62,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000683,designed_low,,INSTITUTIONAL,NZ,ONLINE,FIAT,EXISTING,NONE,0.18,0.03,0,0.04,NONE,0,0,0,0,0,0
NPA-000684,designed_high,,NON_RESIDENT,PA,INTERMEDIATED,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.86,0.5,1,0.53,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000685,designed_low,,INSTITUTIONAL,DE,ONLINE,FIAT,EXISTING,REGULATED,0.1,0.06,0,0.12,NONE,0,0,0,0,0,0
NPA-000686,designed_low,,RETAIL,CA,BRANCH,FIAT,EXISTING,NONE,0.23,0.15,0,0.19,NONE,0,0,0,0,0,0
NPA-000687,prohibited,bearer_feature,HNW,CA,BRANCH,SECURITIES,ADJACENT,REGULATED,0.49,0.2,0,0.05,NONE,0,0,0,0,0,1
NPA-000688,designed_low,,RETAIL,FR,BRANCH,SECURITIES,EXISTING,NONE,0.03,0.05,0,0.11,NONE,0,0,0,0,0,0
NPA-000689,designed_low,,RETAIL,GB,BRANCH,FIAT,EXISTING,NONE,0.22,0.13,0,0.15,NONE,0,0,0,0,0,0
NPA-000690,hard_high,segment_geo_combo,INSTITUTIONAL,US,ONLINE,SECURITIES,ADJACENT,NONE,0.16,0.3,0,0.31,NONE,0,0,1,1,0,0
NPA-000691,designed_low,,RETAIL,CA,BRANCH,FIAT,EXISTING,NONE,0.12,0.02,0,0.09,NONE,0,0,0,0,0,0
NPA-000692,designed_low,,INSTITUTIONAL,CA,BRANCH,SECURITIES,EXISTING,REGULATED,0.14,0.07,0,0.02,NONE,0,0,0,0,0,0
NPA-000693,designed_medium,,RETAIL,US,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.31,0.2,0,0.38,ASSISTIVE,0,0,0,0,0,0
NPA-000694,designed_medium,,HNW,FR,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.57,0.22,0,0.37,NONE,0,0,0,0,0,0
NPA-000695,hard_high,segment_geo_combo,RETAIL,US,BRANCH,SECURITIES,ADJACENT,NONE,0.42,0.05,0,0.03,ASSISTIVE,0,0,1,1,0,0
NPA-000696,designed_medium,,INSTITUTIONAL,AE,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.47,0.29,0,0.53,NONE,0,0,0,0,0,0
NPA-000697,designed_low,,RETAIL,US,BRANCH,FIAT,EXISTING,REGULATED,0.02,0.14,0,0.08,NONE,0,0,0,0,0,0
NPA-000698,designed_low,,RETAIL,NZ,BRANCH,FIAT,EXISTING,NONE,0.21,0.02,0,0.16,NONE,0,0,0,0,0,0
NPA-000699,designed_low,,RETAIL,AU,BRANCH,SECURITIES,EXISTING,NONE,0.18,0.14,0,0.18,NONE,0,0,0,0,0,0
